# surface heat diffuse weight export.
b,root
b,hips
b,spine
b,chest
b,neck
b,head
b,eye.L
b,eye.R
b,shoulder.L
b,upper_arm.L
b,lower_arm.L
b,hand.L
b,thumb.proximal.L
b,thumb.intermediate.L
b,thumb.distal.L
b,index.proximal.L
b,index.intermediate.L
b,index.distal.L
b,middle.proximal.L
b,middle.intermediate.L
b,middle.distal.L
b,ring.proximal.L
b,ring.intermediate.L
b,ring.distal.L
b,little.proximal.L
b,little.intermediate.L
b,little.distal.L
b,shoulder.R
b,upper_arm.R
b,lower_arm.R
b,hand.R
b,thumb.proximal.R
b,thumb.intermediate.R
b,thumb.distal.R
b,index.proximal.R
b,index.intermediate.R
b,index.distal.R
b,middle.proximal.R
b,middle.intermediate.R
b,middle.distal.R
b,ring.proximal.R
b,ring.intermediate.R
b,ring.distal.R
b,little.proximal.R
b,little.intermediate.R
b,little.distal.R
b,upper_leg.L
b,lower_leg.L
b,foot.L
b,toes.L
b,upper_leg.R
b,lower_leg.R
b,foot.R
b,toes.R
w,0,51,1
w,1,51,1
w,2,51,1
w,3,52,1
w,4,52,1
w,5,52,1
w,6,52,1
w,7,48,1
w,8,48,1
w,9,48,1
w,10,48,1
w,11,48,1
w,12,48,1
w,13,5,1
w,14,5,1
w,15,5,1
w,16,5,1
w,17,5,1
w,18,5,1
w,19,5,1
w,20,5,1
w,21,5,1
w,22,5,1
w,23,5,1
w,24,5,1
w,25,5,1
w,26,5,1
w,27,5,1
w,28,5,1
w,29,5,1
w,30,5,1
w,31,5,1
w,32,5,1
w,33,5,1
w,34,5,1
w,35,5,1
w,36,7,1
w,37,5,1
w,38,5,1
w,39,5,1
w,40,5,1
w,41,5,1
w,42,5,1
w,43,5,1
w,44,5,1
w,45,5,1
w,46,5,1
w,47,5,1
w,48,6,1
w,49,5,1
w,50,5,1
w,51,5,1
w,52,5,1
w,53,5,1
w,54,5,1
w,55,5,1
w,56,5,1
w,57,5,1
w,58,5,1
w,59,5,1
w,60,5,1
w,61,6,1
w,62,6,1
w,63,6,1
w,64,6,1
w,65,7,1
w,66,7,1
w,67,7,1
w,68,7,1
w,69,5,1
w,70,5,1
w,71,5,1
w,72,5,1
w,73,5,1
w,74,5,1
w,75,5,1
w,76,3,0.96372
w,76,9,0.0280079
w,76,8,0.0065951
w,76,2,0.00167665
w,77,3,0.977567
w,77,8,0.01004
w,77,9,0.00823896
w,77,28,0.00415434
w,78,3,0.98279
w,78,8,0.0116973
w,78,9,0.00519016
w,78,2,0.000322749
w,79,3,0.907797
w,79,9,0.0870196
w,79,8,0.0026812
w,79,2,0.00250172
w,80,2,0.644733
w,80,3,0.277811
w,80,1,0.0769869
w,80,50,0.000469218
w,81,3,0.912172
w,81,2,0.0523557
w,81,1,0.0338749
w,81,50,0.00159766
w,82,3,0.732589
w,82,2,0.227888
w,82,1,0.0385155
w,82,50,0.00100712
w,83,2,0.888869
w,83,1,0.0668045
w,83,3,0.0442609
w,83,50,6.60659e-05
w,84,2,0.729384
w,84,1,0.231612
w,84,3,0.0389228
w,84,9,8.1017e-05
w,85,2,0.848546
w,85,1,0.0982515
w,85,3,0.0527528
w,85,9,0.000449769
w,86,3,0.682627
w,86,2,0.272178
w,86,1,0.0447524
w,86,9,0.000442837
w,87,3,0.701297
w,87,2,0.237406
w,87,1,0.061026
w,87,50,0.000270787
w,88,1,0.997377
w,88,2,0.00262283
w,88,3,1.16351e-08
w,88,9,2.40434e-11
w,89,1,0.980375
w,89,2,0.0196248
w,89,3,4.95406e-07
w,89,50,4.8804e-10
w,90,1,0.996541
w,90,2,0.00345904
w,90,3,1.05153e-07
w,90,50,1.07867e-10
w,91,1,0.999457
w,91,2,0.000542692
w,91,3,2.73025e-09
w,91,9,4.78646e-12
w,92,2,0.747548
w,92,3,0.24999
w,92,1,0.00174701
w,92,9,0.000715166
w,93,3,0.595282
w,93,2,0.402377
w,93,9,0.00155673
w,93,28,0.00078489
w,94,3,0.818915
w,94,2,0.17645
w,94,9,0.00430064
w,94,1,0.000334296
w,95,2,0.835928
w,95,3,0.159021
w,95,1,0.00410763
w,95,9,0.000942775
w,96,3,0.876475
w,96,2,0.0825271
w,96,9,0.0382671
w,96,1,0.00273081
w,97,3,0.909522
w,97,9,0.0562918
w,97,2,0.0307007
w,97,8,0.00348512
w,98,3,0.921371
w,98,9,0.0338247
w,98,2,0.0271416
w,98,4,0.0176632
w,99,3,0.833814
w,99,2,0.117705
w,99,1,0.0352796
w,99,9,0.0132017
w,100,2,0.880832
w,100,1,0.114905
w,100,3,0.00424807
w,100,9,1.46286e-05
w,101,2,0.993409
w,101,3,0.0043617
w,101,1,0.00221515
w,101,9,1.38951e-05
w,102,2,0.959219
w,102,1,0.0259031
w,102,3,0.0147891
w,102,9,8.84603e-05
w,103,2,0.684876
w,103,1,0.309716
w,103,3,0.00537862
w,103,9,2.90746e-05
w,104,3,0.742428
w,104,4,0.167993
w,104,8,0.0882475
w,104,9,0.00133212
w,105,3,0.88105
w,105,8,0.0907234
w,105,4,0.020198
w,105,9,0.00802852
w,106,3,0.569992
w,106,8,0.409219
w,106,4,0.0177073
w,106,9,0.00308223
w,107,3,0.777996
w,107,8,0.17741
w,107,4,0.0429283
w,107,9,0.00166524
w,108,3,0.984167
w,108,2,0.0122251
w,108,1,0.00342408
w,108,50,0.000184291
w,109,3,0.929633
w,109,2,0.0464851
w,109,1,0.0224471
w,109,50,0.0014347
w,110,3,0.905527
w,110,2,0.0561141
w,110,9,0.0368051
w,110,8,0.00155407
w,111,3,0.899985
w,111,9,0.0608196
w,111,2,0.0364009
w,111,8,0.00279494
w,112,2,0.579635
w,112,3,0.38305
w,112,1,0.0323638
w,112,9,0.00495166
w,113,3,0.678489
w,113,2,0.298111
w,113,9,0.0180185
w,113,1,0.00538099
w,114,3,0.707578
w,114,2,0.255283
w,114,1,0.0244226
w,114,9,0.0127161
w,115,3,0.874684
w,115,2,0.106369
w,115,1,0.0180955
w,115,9,0.000851259
w,116,3,0.976373
w,116,28,0.0158991
w,116,9,0.00545262
w,116,27,0.00227538
w,117,3,0.941546
w,117,28,0.0455982
w,117,27,0.00851468
w,117,9,0.00434092
w,118,3,0.937588
w,118,2,0.0375046
w,118,9,0.0240573
w,118,8,0.000849662
w,119,3,0.917544
w,119,9,0.0622618
w,119,2,0.0181309
w,119,8,0.00206358
w,120,2,0.77048
w,120,3,0.210691
w,120,1,0.0159176
w,120,9,0.00291169
w,121,3,0.730591
w,121,2,0.255123
w,121,9,0.0127035
w,121,1,0.00158304
w,122,3,0.961974
w,122,9,0.0281282
w,122,8,0.00885254
w,122,2,0.00104565
w,123,3,0.920774
w,123,9,0.0701803
w,123,2,0.00505025
w,123,8,0.00399535
w,124,3,0.95666
w,124,9,0.0334164
w,124,8,0.0078486
w,124,2,0.00207457
w,125,3,0.927209
w,125,9,0.0582426
w,125,2,0.00951332
w,125,8,0.00503474
w,126,3,0.955721
w,126,2,0.0377029
w,126,9,0.00424728
w,126,28,0.00232882
w,127,3,0.995359
w,127,9,0.0018803
w,127,28,0.00158192
w,127,2,0.00117901
w,128,3,0.948262
w,128,9,0.0406848
w,128,2,0.00877984
w,128,8,0.00227338
w,129,3,0.962942
w,129,2,0.0333475
w,129,9,0.00355219
w,129,8,0.000158071
w,130,2,0.93323
w,130,1,0.0664557
w,130,3,0.000313211
w,130,9,6.18638e-07
w,131,2,0.761226
w,131,1,0.237976
w,131,3,0.00079502
w,131,9,2.90502e-06
w,132,2,0.812975
w,132,1,0.166924
w,132,3,0.020089
w,132,9,1.12566e-05
w,133,2,0.901532
w,133,1,0.086572
w,133,3,0.0118848
w,133,50,1.14441e-05
w,134,2,0.96735
w,134,1,0.0326235
w,134,3,2.68019e-05
w,134,9,8.85193e-08
w,135,1,0.632521
w,135,2,0.367111
w,135,3,0.000367024
w,135,9,1.29669e-06
w,136,1,0.538462
w,136,2,0.249541
w,136,3,0.188069
w,136,50,0.0239278
w,137,3,0.655845
w,137,1,0.176479
w,137,2,0.155361
w,137,50,0.0123142
w,138,2,0.424392
w,138,1,0.362444
w,138,3,0.175545
w,138,50,0.037618
w,139,1,0.661325
w,139,2,0.21495
w,139,3,0.0946279
w,139,50,0.0290975
w,140,3,0.931894
w,140,9,0.046094
w,140,2,0.011122
w,140,4,0.01089
w,141,3,0.947679
w,141,9,0.0323904
w,141,8,0.0155243
w,141,4,0.00440656
w,142,3,0.848574
w,142,4,0.102523
w,142,8,0.0377915
w,142,9,0.0111113
w,143,3,0.921411
w,143,4,0.0690395
w,143,8,0.00493484
w,143,9,0.00461453
w,144,3,0.618171
w,144,2,0.255911
w,144,1,0.124057
w,144,4,0.00186053
w,145,3,0.775408
w,145,2,0.177548
w,145,1,0.0456761
w,145,50,0.0013683
w,146,3,0.967467
w,146,8,0.0180182
w,146,9,0.0129745
w,146,4,0.00154008
w,147,3,0.935718
w,147,8,0.0612271
w,147,9,0.00166561
w,147,4,0.00138945
w,148,2,0.50349
w,148,3,0.402618
w,148,1,0.093443
w,148,50,0.000448805
w,149,3,0.85642
w,149,2,0.0969819
w,149,1,0.044421
w,149,50,0.00217669
w,150,1,0.675886
w,150,2,0.250146
w,150,3,0.060302
w,150,50,0.0136658
w,151,1,0.686341
w,151,2,0.257194
w,151,3,0.0463021
w,151,50,0.0101632
w,152,3,0.722494
w,152,4,0.268611
w,152,8,0.00754347
w,152,27,0.0013517
w,153,3,0.963156
w,153,4,0.0337223
w,153,8,0.00254529
w,153,27,0.000576037
w,154,3,0.982897
w,154,9,0.00903761
w,154,8,0.00730503
w,154,4,0.00076027
w,155,3,0.985676
w,155,8,0.0112039
w,155,9,0.00275797
w,155,4,0.000361641
w,156,3,0.969013
w,156,8,0.0161734
w,156,4,0.0105304
w,156,9,0.0042836
w,157,3,0.975851
w,157,8,0.0131583
w,157,9,0.00726091
w,157,4,0.00372952
w,158,3,0.95304
w,158,4,0.0260813
w,158,2,0.0166174
w,158,1,0.00426077
w,159,3,0.769104
w,159,2,0.160839
w,159,1,0.0616978
w,159,4,0.0083591
w,160,2,0.94514
